created_at,context_id,content
2025-09-03T22:34:02.777315,15e627d5-1291-44f1-afda-8288aa77c291,2. Các trường hợp cấp lại thẻ căn cước bao gồm:
2025-09-03T22:34:02.777315,9512153e-e102-47b0-aa24-cd67b097c1e3,"a) Bị mất thẻ căn cước hoặc thẻ căn cước bị hư hỏng không sử dụng được, trừ trường hợp quy định tại Điều 21 của Luật này;"
2025-09-03T22:34:02.777315,6292dc37-07ce-4caa-92ab-04ac95b2bad4,b) Được trở lại quốc tịch Việt Nam theo quy định của pháp luật về quốc tịch Việt Nam.
2025-09-03T22:34:02.777315,4b2b201b-e32f-4fd3-8690-0c85d4d98241,"Điều 1. Mức thu một số khoản phí, lệ phí nhằm hỗ trợ cho doanh nghiệp, người dân"
2025-09-03T22:34:02.777315,ab7ec61f-b119-42ef-b8c0-d04c9bce6988,"1. Kể từ ngày 01 tháng 7 năm 2025 đến hết ngày 31 tháng 12 năm 2026, mức thu một số khoản phí, lệ phí được quy định như sau:"
2025-09-03T22:34:02.777315,7080cb97-8b9e-4524-afac-9f4624e0390d,"| Số TT | Tên phí, lệ phí | Mức thu |
|---|---|---|
| [...] |  |  |
| 19 | Lệ phí cấp đổi, cấp lại thẻ căn cước | Bằng 50% mức thu lệ phí quy định tại Điều 4 Thông tư số 73/2024/TT-BTC ngày 21 tháng 10 năm 2024 của Bộ trưởng Bộ Tài chính quy định mức thu, miễn, chế độ thu, nộp lệ phí cấp đổi, cấp lại thẻ căn cước. |"
2025-09-03T22:34:02.777315,5e387827-8a4e-45eb-ab3a-f7fe6aaef83d,Điều 4. Mức thu lệ phí
2025-09-03T22:34:02.777315,b456d819-3e0a-4a90-a780-08798638c4b2,"1. Mức thu lệ phí cấp đổi, cấp lại thẻ căn cước như sau:"
2025-09-03T22:34:02.777315,9e7d4a9a-705b-4d70-9f04-1758702132e1,a) Cấp đổi thẻ căn cước công dân sang thẻ căn cước theo quy định tại khoản 3 Điều 21 Nghị định số 70/2024/NĐ-CP ngày 25 tháng 6 năm 2024 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Căn cước: 30.000 đồng/thẻ căn cước;
2025-09-03T22:34:02.777315,7ac2ce26-4199-4288-a9c9-2739f08a8475,b) Cấp đổi thẻ căn cước đối với các trường hợp quy định tại khoản 1 Điều 24 Luật Căn cước: 50.000 đồng/thẻ căn cước;
2025-09-03T22:34:02.777315,c014d685-3dc9-4e41-8d5e-d5b65ab6f13e,c) Cấp lại thẻ căn cước đối với các trường hợp quy định tại khoản 2 Điều 24 Luật Căn cước: 70.000 đồng/thẻ căn cước.
2025-09-03T22:34:02.777315,3831d18c-5ea9-4054-8cf7-b135b7eae51c,"2. Kể từ ngày Thông tư này có hiệu lực thi hành đến hết ngày 31 tháng 12 năm 2024, mức thu lệ phí cấp đổi, cấp lại thẻ căn cước bằng 50% mức thu lệ phí quy định tại khoản 1 Điều này. Kể từ ngày 01 tháng 01 năm 2025 trở đi, áp dụng mức thu lệ phí theo quy định tại khoản 1 Điều này, trừ trường hợp quy định tại khoản 3 Điều này."
2025-09-03T22:34:02.777315,08871c65-5318-4f3f-b002-bf2ddb229e78,"3. Kể từ ngày 01 tháng 01 năm 2025 đến hết ngày 31 tháng 12 năm 2025, mức thu lệ phí khi công dân nộp hồ sơ cấp đổi, cấp lại thẻ căn cước theo hình thức trực tuyến bằng 50% mức thu lệ phí quy định tại khoản 1 Điều này. Kể từ ngày 01 tháng 01 năm 2026 trở đi, áp dụng mức thu lệ phí theo quy định tại khoản 1 Điều này."
2025-09-03T22:34:02.777315,ef26695b-4b80-4eec-8853-d93257ac1576,"Điều 40. Trách nhiệm quản lý nhà nước về căn cước, Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu căn cước, định danh và xác thực điện tử"
2025-09-03T22:34:02.777315,4cbc82ca-1bc6-42ad-bd02-181875c954ad,"1. Chính phủ thống nhất quản lý nhà nước về căn cước, Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu căn cước, định danh và xác thực điện tử."
2025-09-03T22:34:02.777315,ed201b22-b9ca-4c91-ad5a-dd37d5b040d7,"2. Bộ Công an là cơ quan đầu mối giúp Chính phủ thực hiện quản lý nhà nước về căn cước, Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu căn cước, định danh và xác thực điện tử."
2025-09-03T22:34:04.140127,ea12489b-b000-4ece-b086-51c320d7a1da,Điều 32. Nội dung chứng từ
2025-09-03T22:34:04.140127,d25b40a7-4dc7-436e-b4c6-1ea8edfc20bc,1. Đối với chứng từ khấu trừ thuế thu nhập cá nhân
2025-09-03T22:34:04.140127,42f4676b-3890-4423-88b5-85338c1ad338,"a) Tên chứng từ khấu trừ thuế; ký hiệu mẫu chứng từ khấu trừ thuế, ký hiệu chứng từ khấu trừ thuế, số thứ tự chứng từ khấu trừ thuế;"
2025-09-03T22:34:04.140127,7782e7e3-7f85-4a9f-adca-2d00cd36dc24,"b) Tên, địa chỉ, mã số thuế của tổ chức, cá nhân chi trả thu nhập;"
2025-09-03T22:34:04.140127,72b8f4be-4c94-4682-98c9-9adef749ac8e,"c) Tên, địa chỉ, số điện thoại, mã số thuế của cá nhân nhận thu nhập (nếu cá nhân đã có mã số thuế) hoặc số định danh cá nhân;"
2025-09-03T22:34:04.140127,412a24d1-a52d-4fd5-ab62-a1260e785ed1,d) Quốc tịch (nếu người nộp thuế không thuộc quốc tịch Việt Nam);
2025-09-03T22:34:04.140127,2a406d14-d339-4522-b756-854cf215119e,"đ) Khoản thu nhập, thời điểm trả thu nhập, tổng thu nhập chịu thuế, khoản đóng bảo hiểm bắt buộc; khoản từ thiện, nhân đạo, khuyến học; số thuế đã khấu trừ;"
2025-09-03T22:34:04.140127,b1b09482-515f-4131-bfbf-e58f74ecf739,"e) Ngày, tháng, năm lập chứng từ khấu trừ thuế;"
2025-09-03T22:34:04.140127,e077920a-ed2e-4554-8f44-362ef2a1d750,"g) Họ tên, chữ ký của người trả thu nhập."
2025-09-03T22:34:04.140127,d145ff92-4bff-492a-a44b-76d8a628745f,Trường hợp sử dụng chứng từ khấu trừ thuế thu nhập cá nhân điện tử thì chữ ký trên chứng từ điện tử là chữ ký số.
2025-09-03T22:34:04.140127,28faf98d-2075-4cba-a565-f908c2c7ba4e,2. Biên lai
2025-09-03T22:34:04.140127,47e1336a-ff87-481e-a4fd-e7718d0f565b,"a) Tên loại biên lai: Biên lai thu thuế, phí, lệ phí không in sẵn mệnh giá; biên lai thu thuế, phí, lệ phí in sẵn mệnh giá; biên lai thu thuế, phí, lệ phí."
2025-09-03T22:34:04.140127,59559184-fba5-4345-8afb-b7f94f0c738c,b) Ký hiệu mẫu biên lai và ký hiệu biên lai.
2025-09-03T22:34:04.140127,956a7419-b635-497e-b141-c1437d44e5dd,"Ký hiệu mẫu biên lai là các thông tin thể hiện tên loại biên lai, số liên biên lai và số thứ tự mẫu trong một loại biên lai (một loại biên lai có thể có nhiều mẫu)."
2025-09-03T22:34:04.140127,c48bf4df-d25f-4b58-9f30-82a9060287e7,Ký hiệu biên lai là dấu hiệu phân biệt biên lai bằng hệ thống các chữ cái tiếng Việt và 02 chữ số cuối của năm.
2025-09-03T22:34:04.140127,78cff17b-f8ef-4e7d-8c8d-a1efba8a17ca,"Đối với biên lai đặt in, 02 chữ số cuối của năm là năm in biên lai đặt in. Đối với biên lai tự in và biên lai điện tử, 02 chữ số cuối của năm là năm bắt đầu sử dụng biên lai ghi trên thông báo phát hành hoặc năm biên lai được in ra."
2025-09-03T22:34:04.140127,3e665f4f-b6b2-4e9a-9bde-56761140e16a,[...]
2025-09-03T22:34:05.653103,5f7e65f7-cc0f-4c4b-ba3f-ef83111ba6f8,"""2. Ủy ban thường vụ Quốc hội, Chính phủ, Bộ trưởng Bộ Tài chính, Hội đồng nhân dân cấp tỉnh có thẩm quyền quy định các khoản phí, lệ phí trong Danh mục phí, lệ phí, được quy định mức thu, miễn, giảm, thu, nộp, quản lý và sử dụng các khoản phí, lệ phí."""
2025-09-03T22:34:05.653103,f99c4dec-77a4-4a87-9699-c8689236024e,"“2. Sửa đổi, bổ sung tên Điều và các khoản 1, khoản 2 và khoản 3 Điều 3 như sau:"
2025-09-03T22:34:05.653103,4699ca53-e7f7-4c46-9958-684838a515fd,"“Điều 3. Kê khai, thu, nộp phí, lệ phí và quyết toán phí"
2025-09-03T22:34:05.653103,36746652-fca3-4d92-993b-41e4ba36002b,"1. Người nộp phí, lệ phí thực hiện kê khai, nộp phí, lệ phí theo tháng, quý, năm hoặc theo từng lần phát sinh; nộp phí, lệ phí cho tổ chức thu hoặc Kho bạc Nhà nước bằng các hình thức: Nộp trực tiếp bằng tiền mặt hoặc thông qua tổ chức tín dụng, tổ chức dịch vụ và hình thức khác theo quy định của pháp luật. Căn cứ tính chất, đặc điểm của từng khoản phí, lệ phí, cơ quan nhà nước có thẩm quyền quy định tại khoản 2 Điều 4 Luật Phí và lệ phí quy định cụ thể hình thức nộp, kỳ kê khai, nộp phí, lệ phí cho phù hợp...""."
2025-09-03T22:34:06.826012,cda8dc09-374f-4799-9f86-588191794b09,Điều 4. Thu nhập được miễn thuế
2025-09-03T22:34:06.826012,4ba4fafa-0aa1-4337-9228-6da42a3e2720,"1. Thu nhập từ hoạt động đánh bắt hải sản; thu nhập của doanh nghiệp từ sản xuất sản phẩm cây trồng, rừng trồng, chăn nuôi, thủy sản nuôi trồng, chế biến nông sản, thủy sản (kể cả trường hợp mua sản phẩm nông sản, thủy sản về chế biến) ở địa bàn có điều kiện kinh tế - xã hội đặc biệt khó khăn; thu nhập của hợp tác xã, liên hiệp hợp tác xã từ sản xuất sản phẩm cây trồng, rừng trồng, chăn nuôi, thủy sản nuôi trồng, chế biến nông sản, thủy sản (kể cả trường hợp mua sản phẩm nông sản, thủy sản về chế biến), sản xuất muối."
2025-09-03T22:34:06.826012,945de0eb-c54f-4dac-8eb3-1a6ca4a95b14,[...]
2025-09-03T22:34:06.826012,6a206443-49e3-4d70-8f17-563bcddc9bb6,"Điều 12. Nguyên tắc, đối tượng áp dụng ưu đãi thuế thu nhập doanh nghiệp"
2025-09-03T22:34:06.826012,bdfaa185-deb0-47c7-ba6f-3cb9e8d768a1,[...]
2025-09-03T22:34:06.826012,f4f89b8a-342a-4fe0-a801-81f9031cb50d,"2. Ngành, nghề ưu đãi thuế thu nhập doanh nghiệp bao gồm:"
2025-09-03T22:34:06.826012,b59cc51b-eb5f-4f8e-9b78-dbc9fd3268db,"l) Sản phẩm cây trồng, rừng trồng, chăn nuôi, thủy sản nuôi trồng, chế biến nông sản, thủy sản."
2025-09-03T22:34:06.826012,982a6fa2-d26a-46aa-911c-2822b06d0b17,"Thu nhập từ chế biến nông sản, thủy sản quy định tại điểm này phải đáp ứng các điều kiện quy định tại khoản 1 Điều 4 của Luật này;"
2025-09-03T22:34:06.826012,30c95b29-82d0-45b1-aff3-a097fd1ce0dd,[...]
2025-09-03T22:34:06.826012,f36145bb-c377-44a9-8b1c-fd99ef6cd407,Điều 13. Thuế suất ưu đãi
2025-09-03T22:34:06.826012,f06b773e-e181-4e79-af30-485091ad5178,[...]
2025-09-03T22:34:06.826012,a88c528a-68ed-4e6d-bab0-a63411761a19,2. Áp dụng thuế suất 10% đối với:
2025-09-03T22:34:06.826012,a0eecc36-381b-4335-8f76-7c898c20eca4,"a) Thu nhập của doanh nghiệp từ hoạt động thuộc ngành, nghề quy định tại điểm k, điểm l khoản 2 Điều 12 của Luật này tại địa bàn ưu đãi thuế quy định tại điểm b khoản 3 Điều 12 của Luật này;"
2025-09-03T22:34:06.826012,0d271f99-288f-4838-9053-5e317f8babea,"b) Thu nhập của doanh nghiệp từ hoạt động thuộc ngành, nghề quy định tại các điểm i, r và s khoản 2 Điều 12 của Luật này;"
2025-09-03T22:34:06.826012,01d7ef89-3c67-4bc3-bb3a-6fbcca7573d5,[...]
2025-09-03T22:34:06.826012,4d643c6d-6fdf-4818-bd62-3ba92bdc24f4,"Điều 12. Nguyên tắc, đối tượng áp dụng ưu đãi thuế thu nhập doanh nghiệp"
2025-09-03T22:34:06.826012,ff4dbd86-d87a-4acd-a34e-e305e5f5acc3,[...]
2025-09-03T22:34:06.826012,a9408f99-e053-4349-9a55-a9d86b4ce47e,4. Chính phủ quy định việc áp dụng ưu đãi thuế đối với các trường hợp sau đây:
2025-09-03T22:34:06.826012,d3232fea-25d8-4932-b472-044490056768,a) Trường hợp áp dụng ưu đãi thuế theo tiêu chí địa bàn;
2025-09-03T22:34:06.826012,48a2ff5f-fec5-4c44-9dda-fd8ce5c2f2f2,"b) Trường hợp ưu đãi thuế trong lĩnh vực nông nghiệp, lâm nghiệp, ngư nghiệp, diêm nghiệp;"
2025-09-03T22:34:06.826012,54342b6f-4bd1-4744-9921-2f21d14c6ebb,"c) Trường hợp trong kỳ tính thuế đầu tiên có doanh thu hoặc trong kỳ tính thuế đầu tiên có thu nhập từ dự án đầu tư của doanh nghiệp (bao gồm cả dự án đầu tư mới, dự án đầu tư mở rộng, doanh nghiệp công nghệ cao, doanh nghiệp nông nghiệp ứng dụng công nghệ cao, doanh nghiệp khoa học và công nghệ) có thời gian phát sinh doanh thu, thu nhập được hưởng ưu đãi thuế dưới 12 tháng."
2025-09-03T22:34:06.826012,0d8a3075-e6c5-454f-8c96-8056278ab827,[...]
2025-09-03T22:34:06.826012,9417bddc-e081-4820-a4a8-e0590c34250b,Điều 5. Kỳ tính thuế
2025-09-03T22:34:06.826012,4fac9b85-5328-4243-836c-1c72d4f0f886,"1. Kỳ tính thuế thu nhập doanh nghiệp được xác định theo năm dương lịch hoặc năm tài chính do doanh nghiệp lựa chọn, trừ trường hợp quy định tại khoản 2 Điều này. Trường hợp doanh nghiệp lựa chọn năm tài chính khác với năm dương lịch thì thông báo với cơ quan thuế quản lý trực tiếp trước khi thực hiện."
2025-09-03T22:34:06.826012,bf4d637d-68ca-425a-a087-14c8b975d47c,"2. Kỳ tính thuế đối với doanh nghiệp quy định tại điểm c, điểm d khoản 2 Điều 2 của Luật này thực hiện theo quy định của pháp luật về quản lý thuế."
2025-09-03T22:34:08.078974,c0141d32-10bd-4ac2-8c7f-092b590288b8,Điều 2. Người nộp thuế
2025-09-03T22:34:08.078974,7e9935c1-eee6-4c2b-a11a-6395011a3557,"1. Người nộp thuế thu nhập doanh nghiệp là tổ chức hoạt động sản xuất, kinh doanh hàng hóa, dịch vụ có thu nhập chịu thuế theo quy định của Luật này (sau đây gọi là doanh nghiệp), bao gồm:"
2025-09-03T22:34:08.078974,9d92adbe-b49b-4556-9447-08cbd41806b6,a) Doanh nghiệp được thành lập theo quy định của pháp luật Việt Nam;
2025-09-03T22:34:08.078974,de3f0af5-26d6-4fc7-aba2-148975efe0f0,b) Doanh nghiệp được thành lập theo quy định của pháp luật nước ngoài (sau đây gọi là doanh nghiệp nước ngoài) có cơ sở thường trú hoặc không có cơ sở thường trú tại Việt Nam;
2025-09-03T22:34:08.078974,ff16b0a8-dcc3-4ec1-acef-f3e729818691,"c) Hợp tác xã, liên hiệp hợp tác xã được thành lập theo quy định của Luật Hợp tác xã;"
2025-09-03T22:34:08.078974,10950aed-fd3b-4c06-836e-0f99410fd5e4,d) Đơn vị sự nghiệp được thành lập theo quy định của pháp luật Việt Nam;
2025-09-03T22:34:08.078974,ecddc1d1-4eeb-4b6f-8d56-b5a5a0ec8768,"đ) Tổ chức khác có hoạt động sản xuất, kinh doanh có thu nhập."
2025-09-03T22:34:08.078974,ffbfa5aa-cdc1-40f8-919f-615e66cfe4b0,[...]
2025-09-03T22:34:09.135994,fc1c934a-f078-463f-b904-d32cadd0f1c2,Điều 6. Căn cứ tính thuế
2025-09-03T22:34:09.135994,0d667757-0461-471d-9439-bacfb3740051,Căn cứ tính thuế là thu nhập tính thuế và thuế suất.
2025-09-03T22:34:09.135994,52fada25-323f-4cb0-b1c8-d28187e9202d,"| Thu nhập tính thuế | = | Thu nhập chịu thuế | - | Thu nhập được miễn thuế | + | Các khoản lỗ được kết chuyển theo quy định |
|---|---|---|---|---|---|---|"
2025-09-03T22:34:09.135994,5ce99c8d-df6a-4e9a-860b-21b6b73b7386,"| Thu nhập chịu thuế | = | Doanh thu | - | Các khoản chi được trừ | + | Các khoản thu nhập khác (kể cả thu nhập nhận được ở ngoài Việt Nam) |
|---|---|---|---|---|---|---|"
2025-09-03T22:34:09.135994,0ea760fc-0eff-47b3-aeef-ff7e78fbd899,Điều 5. Kỳ tính thuế
2025-09-03T22:34:09.135994,be67abb9-cdbe-46ba-92ea-62ef28d09ff3,"1. Kỳ tính thuế thu nhập doanh nghiệp được xác định theo năm dương lịch hoặc năm tài chính do doanh nghiệp lựa chọn, trừ trường hợp quy định tại khoản 2 Điều này. Trường hợp doanh nghiệp lựa chọn năm tài chính khác với năm dương lịch thì thông báo với cơ quan thuế quản lý trực tiếp trước khi thực hiện."
2025-09-03T22:34:09.135994,0fc71ad1-797f-4d9d-92e0-9d62abc66a9d,"2. Kỳ tính thuế đối với doanh nghiệp quy định tại điểm c, điểm d khoản 2 Điều 2 của Luật này thực hiện theo quy định của pháp luật về quản lý thuế."
2025-09-03T22:34:10.530296,b8d656e0-da47-4c03-a2bf-640ece427d25,"Điều 15. Các trường hợp miễn thuế, giảm thuế khác"
2025-09-03T22:34:10.530296,be023eea-4486-4085-a6df-c5a399d124da,"1. Doanh nghiệp sản xuất, xây dựng, vận tải sử dụng nhiều lao động nữ được giảm thuế thu nhập doanh nghiệp bằng số chi thêm cho lao động nữ."
2025-09-03T22:34:10.530296,728f2ae1-e701-4e82-8b36-62484d503146,2. Doanh nghiệp sử dụng nhiều lao động là người dân tộc thiểu số được giảm thuế thu nhập doanh nghiệp bằng số chi thêm cho lao động là người dân tộc thiểu số.
2025-09-03T22:34:10.530296,12465507-489f-4d93-a273-f1f3ba6fb3f4,"3. Doanh nghiệp thực hiện chuyển giao công nghệ thuộc lĩnh vực ưu tiên chuyển giao cho tổ chức, cá nhân ở địa bàn có điều kiện kinh tế - xã hội khó khăn, đơn vị sự nghiệp công lập cung cấp dịch vụ sự nghiệp công ở địa bàn có điều kiện kinh tế - xã hội khó khăn được giảm 50% số thuế thu nhập doanh nghiệp tính trên phần thu nhập từ chuyển giao công nghệ, thu nhập từ cung cấp dịch vụ sự nghiệp công ở địa bàn có điều kiện kinh tế - xã hội khó khăn."
2025-09-03T22:34:10.530296,fa6b067c-f7b3-45fa-a760-12e7c0df7ebd,"4. Doanh nghiệp quy định tại khoản 2, khoản 3 Điều 10 của Luật này thành lập mới từ hộ kinh doanh được miễn thuế thu nhập doanh nghiệp trong 02 năm liên tục kể từ khi có thu nhập chịu thuế."
2025-09-03T22:34:10.530296,990b39eb-5681-419e-bc95-416d0d7a4a9d,"5. Tổ chức khoa học và công nghệ công lập, cơ sở giáo dục đại học công lập hoạt động không vì mục tiêu lợi nhuận được miễn thuế theo quy định của Chính phủ."
2025-09-03T22:34:10.530296,29a62d9d-6b7e-4e98-9a09-229526dfadcb,6. Chính phủ quy định chi tiết Điều này.
2025-09-03T22:34:11.854514,6ac6ab82-991c-4694-b453-8d3b1b6150b0,"| 1. Về đối tượng không chịu thuế Tại Điều 5 Luật Thuế GTGT số 48/2024/QH15 điều chỉnh các quy định về đối tượng không chịu thuế GTGT như sau: - Bỏ một số đối tượng không chịu thuế giá trị gia tăng theo quy định Luật Thuế GTGT trước đây (nay thuộc đối tượng chịu thuế GTGT), bao gồm: Phân bón; máy móc, thiết bị chuyên dùng phục vụ cho sản xuất nông nghiệp; tàu đánh bắt xa bờ;...- Sản phẩm xuất khẩu là tài nguyên, khoáng sản sau chế biến chỉ được miễn thuế nếu thuộc Danh mục do Chính phủ quy định (Phụ lục ban hành kèm theo Nghị định 181/2025/NĐ-CP).- Bổ sung trường hợp miễn thuế với hàng hóa nhập khẩu dùng để tài trợ, ủng hộ phòng chống thiên tai, dịch bệnh, chiến tranh.2. Sửa đổi giá tính thuế đối với hàng nhập khẩu Giá tính thuế đối với hàng hóa nhập khẩu từ ngày 01/7/2025 sẽ thực hiện theọ Điều 7 Luật Thuế GTGT số 48/2024/QH15: “Đối với hàng hóa nhập khẩu là trị giá tính thuế nhập khẩu theo quy định của pháp luật về thuế xuất khẩu, thuế nhập khẩu cộng với thuế nhập khẩu cộng với các khoản thuế là thuế nhập khảu bổ sung theo quy định của pháp luật (nếu có), cộng với thuế tiêu thụ đặc biệt (nếu có) và cộng với thuế bảo vệ môi trường (nếu có)"".Trước ngày 01/7/2025, giá tính thuế đối với hàng hóa nhập khẩu là giá nhập tại cửa khẩu cộng với thuế nhập khẩu (nếu có), cộng với thuế tiêu thụ đặc biệt (nếu có) và cộng với thuế bảo vệ môi trường (nếu có). Giá nhập tại cửa khẩu được xác định theo quy định về giá tính thuế hàng nhập khẩu (Điều 7 Luật Thuế GTGT số 13/2008/QH12)3. Về thuế suất [...] |
|---|"
2025-09-03T22:34:11.854514,4c912f4b-6396-4991-aa68-59ea1c671471,Điều 8. Thời điểm xác định thuế giá trị gia tăng
2025-09-03T22:34:11.854514,6d4d6fcb-6f97-44c4-a461-3c0985a919a4,1. Thời điểm xác định thuế giá trị gia tăng được quy định như sau:
2025-09-03T22:34:11.854514,b3a562d8-165e-42e5-8163-d894a6fd5d0f,"a) Đối với hàng hóa là thời điểm chuyển giao quyền sở hữu hoặc quyền sử dụng hàng hóa cho người mua hoặc thời điểm lập hóa đơn, không phân biệt đã thu được tiền hay chưa thu được tiền;"
2025-09-03T22:34:11.854514,82705224-2748-4dfc-88dd-fb0912bfa072,"b) Đối với dịch vụ là thời điểm hoàn thành việc cung cấp dịch vụ hoặc thời điểm lập hóa đơn cung cấp dịch vụ, không phân biệt đã thu được tiền hay chưa thu được tiền."
