created_at,answer_id,question_id,content,order_index
2025-09-03T22:33:55.766782,57d399dc-ed83-48ad-aee2-4c885c386d45,06a088b4-c5f5-4173-b9d5-6f6301d3f172,- Tờ khai thông tin theo Quy định về thuế tối thiểu toàn cầu (Mẫu số 01/TKTT-QDMTT);,3
2025-09-03T22:33:55.766782,5864a9c4-04a6-47d3-962b-81d94ceb379e,06a088b4-c5f5-4173-b9d5-6f6301d3f172,- Tờ khai thuế thu nhập doanh nghiệp bổ sung (Mẫu số 01/TNDN-QDMTT),4
2025-09-03T22:33:55.766782,21f6a46c-ca87-46fa-b225-27e4635c300b,06a088b4-c5f5-4173-b9d5-6f6301d3f172,- Bản thuyết minh giải trình chênh lệch do khác biệt giữa các chuẩn mực kế toán tài chính (Mẫu số 01/TM),5
2025-09-03T22:33:55.766782,b2de2e7d-ffaa-4288-8deb-e8fd9af97f2a,06a088b4-c5f5-4173-b9d5-6f6301d3f172,"- Tờ khai thông tin theo Quy định về thuế tối thiểu toàn cầu của tập đoàn đa quốc gia đối với phần thông tin chung của tập đoàn đa quốc gia, thông tin về cấu trúc Tập đoàn và thông tin liên quan đến việc tính toán thuế suất thực tế, thuế bổ sung của các đơn vị hợp thành tại Việt Nam, trừ trường hợp tập đoàn đa quốc gia không phải nộp Tờ khai thông tin theo Quy định về thuế tối thiểu toàn cầu ở bất kỳ quốc gia nào (bản chính hoặc bản sao);",6
2025-09-03T22:33:55.766782,6a160e20-e256-4275-b385-48661c566361,06a088b4-c5f5-4173-b9d5-6f6301d3f172,- Báo cáo số liệu tài chính từng đơn vị hợp thành sử dụng cho mục đích lập Báo cáo tài chính hợp nhất của công ty mẹ tối cao (bản chính hoặc bản sao);,7
2025-09-03T22:33:55.766782,2909e1cf-f91f-460f-873d-acd18324ea21,06a088b4-c5f5-4173-b9d5-6f6301d3f172,(2) Hồ sơ khai thuế theo Quy định về tổng hợp thu nhập chịu thuế tối thiểu (IIR) bao gồm:,8
2025-09-03T22:33:55.766782,386a7727-2274-44a4-9d84-6c16f1aebea5,06a088b4-c5f5-4173-b9d5-6f6301d3f172,- Tờ khai thông tin theo Quy định về thuế tối thiểu toàn cầu (Mẫu số 01/TKTT-IIR),9
2025-09-03T22:33:55.766782,fd4822bf-07d9-4c3f-a037-10d7d8bee170,06a088b4-c5f5-4173-b9d5-6f6301d3f172,- Tờ khai thuế thu nhập doanh nghiệp bổ sung (Mẫu số 01/TNDN-IIR),10
2025-09-03T22:33:55.766782,4d98a967-93a1-41c2-ba5a-2f2929901a8f,06a088b4-c5f5-4173-b9d5-6f6301d3f172,- Bản thuyết minh giải trình chênh lệch do khác biệt giữa các chuẩn mực kế toán tài chính (Mẫu số 01/TM),11
2025-09-03T22:33:55.766782,4ffd9de1-aed0-4a64-8af8-0ec504e0f50c,06a088b4-c5f5-4173-b9d5-6f6301d3f172,- Báo cáo tài chính hợp nhất của công ty mẹ tối cao (bản chính hoặc bản sao);,12
2025-09-03T22:33:55.766782,c6dda330-5302-43ec-90ec-a7fcfd05987d,06a088b4-c5f5-4173-b9d5-6f6301d3f172,- Báo cáo số liệu tài chính của từng đơn vị hợp thành sử dụng cho mục đích lập báo cáo tài chính hợp nhất của công ty mẹ tối cao (bản chính hoặc bản sao);,13
2025-09-03T22:33:55.766782,aad16804-e5fe-42c9-9077-22c3f01a8d3b,06a088b4-c5f5-4173-b9d5-6f6301d3f172,- Báo cáo số liệu tài chính của từng đơn vị hợp thành sử dụng cho mục đích lập báo cáo tài chính hợp nhất của công ty mẹ tối cao (bản chính hoặc bản sao);,14
2025-09-03T22:33:55.766782,5572e397-5490-4f3c-9606-ec20a4d2afe9,f8a980d9-9708-447b-a18e-94d9dc38c01d,"Tại Điều 17 Nghị định 236/2025/NĐ-CP quy định đồng tiền khai thuế, nộp thuế tối thiểu toàn cầu theo Nghị định 236 như sau:",1
2025-09-03T22:33:55.766782,82148093-7988-4249-af87-7ccf2eda9cbd,f8a980d9-9708-447b-a18e-94d9dc38c01d,"- Đơn vị hợp thành chịu trách nhiệm kê khai thực hiện khai Tờ khai thông tin, Bản giải trình thuyết minh chênh lệch do khác biệt chuẩn mực kế toán tài chính theo Quy định về thuế tối thiểu toàn cầu bằng đồng tiền sử dụng lập Báo cáo tài chính hợp nhất của công ty mẹ tối cao.",2
2025-09-03T22:33:55.766782,2159c47d-31ae-4daf-93c8-d1adc571e487,f8a980d9-9708-447b-a18e-94d9dc38c01d,"- Đơn vị hợp thành chịu trách nhiệm kê khai thực hiện khai Tờ khai thuế thu nhập doanh nghiệp bổ sung, nộp thuế thu nhập doanh nghiệp bổ sung bằng Đồng Việt Nam, trừ trường hợp lựa chọn áp dụng quy định tại khoản 3 Điều 17 Nghị định 236/2025/NĐ-CP.",3
2025-09-03T22:33:55.766782,4308454d-f982-4a04-9429-5d3e542c5f33,f8a980d9-9708-447b-a18e-94d9dc38c01d,"- Trường hợp số thuế bổ sung phải nộp trên Tờ khai thông tin theo Quy định về thuế tối thiểu toàn cầu được trình bày bằng đồng tiền sử dụng lập báo cáo tài chính hợp nhất của công ty mẹ tối cao (khác Đồng Việt Nam) thì đơn vị hợp thành chịu trách nhiệm kê khai được lựa chọn khai Tờ khai thuế thu nhập doanh nghiệp bổ sung, nộp thuế thu nhập doanh nghiệp bổ sung bằng đồng tiền này.",4
2025-09-03T22:33:55.766782,d6d8a0df-e061-4849-9f55-b262bc60d224,f8a980d9-9708-447b-a18e-94d9dc38c01d,Trường hợp đơn vị hợp thành chịu trách nhiệm kê khai lựa chọn kê khai và nộp thuế bằng Đồng Việt Nam thì tỷ giá quy đổi là tỷ giá mua bán chuyển khoản trung bình của ngân hàng thương mại nơi đơn vị hợp thành chịu trách nhiệm kê khai thường xuyên có giao dịch tại ngày nộp hồ sơ khai thuế.,5
2025-09-03T22:33:56.648636,c72ae94b-8995-4a7c-897d-e39fa4266ca7,efffee68-c523-45f7-9446-3acac7e03c87,Căn cứ theo điểm g khoản 2 Điều 26 Nghị định 181/2025/NĐ-CP có quy định như sau:,1
2025-09-03T22:33:56.648636,88055c5b-dfd7-41e0-9ebc-4711db3adb90,efffee68-c523-45f7-9446-3acac7e03c87,"Theo đó, đối với hàng hóa mua trả góp có giá trị từ 05 triệu đồng trở lên, cơ sở kinh doanh căn cứ vào hợp đồng mua hàng hóa bằng văn bản, hóa đơn giá trị gia tăng và chứng từ thanh toán không dùng tiền mặt của hàng hóa trả góp để khấu trừ thuế GTGT đầu vào.",2
2025-09-03T22:33:56.648636,01b3441e-505d-4645-9e3c-0d03b494039f,efffee68-c523-45f7-9446-3acac7e03c87,"- Trường hợp chưa có chứng từ thanh toán không dùng tiền mặt do chưa đến thời điểm thanh toán theo hợp đồng, phụ lục hợp đồng thì cơ sở kinh doanh vẫn được khấu trừ thuế giá trị gia tăng đầu vào.",3
2025-09-03T22:33:56.648636,7b99eee5-6c07-4aba-bfcf-dbb9d353cfe8,efffee68-c523-45f7-9446-3acac7e03c87,"- Trường hợp đến thời điểm thanh toán theo hợp đồng, phụ lục hợp đồng, cơ sở kinh doanh không có chứng từ thanh toán không dùng tiền mặt thì cơ sở kinh doanh phải kê khai, điều chỉnh giảm số thuế giá trị gia tăng đầu vào được khấu trừ đối với phần giá trị hàng hóa không có chứng từ thanh toán không dùng tiền mặt vào kỳ tính thuế phát sinh nghĩa vụ thanh toán theo hợp đồng, phụ lục hợp đồng.",4
2025-09-03T22:33:56.648636,d55787d9-5568-4c19-850b-7987716c8305,efffee68-c523-45f7-9446-3acac7e03c87,"Vừa rồi là thông tin về ""Quy định khấu trừ thuế GTGT đầu vào đối với hàng hóa mua trả góp"".",5
2025-09-03T22:33:56.648636,41043d3e-278b-4196-a484-bbb820b8c527,efffee68-c523-45f7-9446-3acac7e03c87,Quy định khấu trừ thuế GTGT đầu vào đối với hàng hóa trả góp như thế nào? (Hình từ Internet),6
2025-09-03T22:33:56.648636,1c285328-b82a-484f-a380-d932d486a215,efffee68-c523-45f7-9446-3acac7e03c87,Quy định khấu trừ thuế GTGT đầu vào đối với hàng hóa trả góp như thế nào? (Hình từ Internet),7
2025-09-03T22:33:56.648636,083898d1-b905-4cd9-9d6b-6a6bd1beaa33,715c5fa0-878a-414f-b801-d854c638a2fc,Tại khoản 2 Điều 14 Luật Thuế giá trị gia tăng 2024 quy định điều kiện khấu trừ thuế GTGT đầu vào như sau:,1
2025-09-03T22:33:56.648636,4b6dc55a-de24-40a0-9990-49f3fcd8fc3e,715c5fa0-878a-414f-b801-d854c638a2fc,"- Có hóa đơn giá trị gia tăng mua hàng hóa, dịch vụ hoặc chứng từ nộp thuế giá trị gia tăng ở khâu nhập khẩu hoặc chứng từ nộp thuế giá trị gia tăng thay cho phía nước ngoài quy định tại khoản 3 và khoản 4 Điều 4 Luật Thuế giá trị gia tăng 2024. Bộ trưởng Bộ Tài chính quy định chứng từ nộp thuế giá trị gia tăng thay cho phía nước ngoài.",2
2025-09-03T22:33:56.648636,97d22fa9-5613-4902-9746-1b62104bf8fc,715c5fa0-878a-414f-b801-d854c638a2fc,"- Có chứng từ thanh toán không dùng tiền mặt đối với hàng hóa, dịch vụ mua vào, trừ một số trường hợp đặc thù theo quy định của Chính phủ.",3
2025-09-03T22:33:56.648636,2fcf403e-8f66-4fe4-8ead-39fa9c606dc8,715c5fa0-878a-414f-b801-d854c638a2fc,"- Đối với hàng hóa, dịch vụ xuất khẩu, ngoài các điều kiện quy định tại điểm a và điểm b khoản 2 Điều 14 Luật Thuế giá trị gia tăng 2024 còn phải có: hợp đồng ký kết với bên nước ngoài về việc bán, gia công hàng hóa, cung cấp dịch vụ; hóa đơn bán hàng hóa, cung cấp dịch vụ; chứng từ thanh toán không dùng tiền mặt; tờ khai hải quan đối với hàng hóa xuất khẩu; phiếu đóng gói, vận đơn, chứng từ bảo hiểm hàng hóa (nếu có). Chính phủ quy định về điều kiện khấu trừ đối với trường hợp xuất khẩu hàng hóa qua sàn thương mại điện tử ở nước ngoài và một số trường hợp đặc thù khác.",4
2025-09-03T22:33:56.648636,ef80a7e2-63e3-4bea-bb62-f266bd3069a3,715c5fa0-878a-414f-b801-d854c638a2fc,"- Đối với hàng hóa, dịch vụ xuất khẩu, ngoài các điều kiện quy định tại điểm a và điểm b khoản 2 Điều 14 Luật Thuế giá trị gia tăng 2024 còn phải có: hợp đồng ký kết với bên nước ngoài về việc bán, gia công hàng hóa, cung cấp dịch vụ; hóa đơn bán hàng hóa, cung cấp dịch vụ; chứng từ thanh toán không dùng tiền mặt; tờ khai hải quan đối với hàng hóa xuất khẩu; phiếu đóng gói, vận đơn, chứng từ bảo hiểm hàng hóa (nếu có). Chính phủ quy định về điều kiện khấu trừ đối với trường hợp xuất khẩu hàng hóa qua sàn thương mại điện tử ở nước ngoài và một số trường hợp đặc thù khác.",5
2025-09-03T22:33:56.648636,8671123b-6c7f-47e6-80db-c90b801f4b21,b3abf5b9-1d30-47d8-84ce-ca6bd8eefe5c,"Căn cứ tại khoản 2 Điều 11 Luật Thuế giá trị gia tăng 2024 quy định phương pháp khấu trừ thuế áp dụng đối với cơ sở kinh doanh thực hiện đầy đủ chế độ kế toán, hóa đơn, chứng từ theo quy định của pháp luật về kế toán, hóa đơn, chứng từ bao gồm:",1
2025-09-03T22:33:56.648636,46dabca2-b9d5-4d6a-abef-98631353ae19,b3abf5b9-1d30-47d8-84ce-ca6bd8eefe5c,"- Cơ sở kinh doanh có doanh thu hằng năm từ bán hàng hóa, cung cấp dịch vụ từ 01 tỷ đồng trở lên, trừ hộ, cá nhân sản xuất, kinh doanh.",2
2025-09-03T22:33:56.648636,a0df2031-727e-4eb3-96b6-fc6dd8cc379e,b3abf5b9-1d30-47d8-84ce-ca6bd8eefe5c,"- Cơ sở kinh doanh tự nguyện áp dụng phương pháp khấu trừ thuế, trừ hộ, cá nhân sản xuất, kinh doanh.",3
2025-09-03T22:33:56.648636,2ca09525-f0b8-4b41-90f1-6d4c671d2a0c,b3abf5b9-1d30-47d8-84ce-ca6bd8eefe5c,"- Tổ chức, cá nhân nước ngoài cung cấp hàng hóa, dịch vụ để tiến hành hoạt động tìm kiếm thăm dò, phát triển mỏ dầu khí và khai thác dầu khí nộp thuế theo phương pháp khấu trừ thuế do bên Việt Nam kê khai, khấu trừ, nộp thay.",4
2025-09-03T22:33:57.494042,92838b74-2353-4815-84f9-bc3a20b76acd,087adf2c-4162-4684-a22d-d8be451d1a74,"Ngày 26/8/2025, Thuế Thành phố HCM ban hành Thông báo 5735/TB-TPHCM năm 2025 TẠI ĐÂY về việc ban hành Thông báo gia hạn nộp thuế tiêu thụ đặc biệt, thuế giá trị gia tăng, thuế thu nhập doanh nghiệp, thuế thu nhập cá nhân và tiền thuê đất trên địa bàn TP HCM trong năm 2025.",1
2025-09-03T22:33:57.494042,7fcf1fd8-5507-4455-8adc-3e62ddc21ce9,087adf2c-4162-4684-a22d-d8be451d1a74,"Xem chi tiết Thông báo 5735 về gia hạn nộp thuế TTĐB, thuế GTGT, thuế TNDN và tiền thuê đất tại TPHCM",2
2025-09-03T22:33:57.494042,1df3724d-52d7-4b69-bd66-8d3521a102d6,087adf2c-4162-4684-a22d-d8be451d1a74,"Trên đây là thông tin về Thông báo 5735 về gia hạn nộp thuế TTĐB, thuế GTGT, thuế TNDN và tiền thuê đất tại TPHCM thế nào?",3
2025-09-03T22:33:57.494042,9affb6c7-0976-41d4-b15d-11294948ca1e,087adf2c-4162-4684-a22d-d8be451d1a74,"Thông báo 5735 về gia hạn nộp thuế TTĐB, thuế GTGT, thuế TNDN và tiền thuê đất tại TPHCM thế nào? (Hình từ Internet)",4
2025-09-03T22:33:57.494042,48d46627-493e-4b2c-862d-f3f97d15b38f,087adf2c-4162-4684-a22d-d8be451d1a74,"Thông báo 5735 về gia hạn nộp thuế TTĐB, thuế GTGT, thuế TNDN và tiền thuê đất tại TPHCM thế nào? (Hình từ Internet)",5
2025-09-03T22:33:57.494042,27ce7689-6768-4bbd-918e-b5ad10890786,37694f0a-d648-4bd5-8a08-b63159250b5b,Căn cứ Điều 46 Luật Quản lý thuế 2019 quy định gia hạn nộp hồ sơ khai thuế như sau:,1
2025-09-03T22:33:57.494042,1ae33634-358f-4346-ac37-daaafc3026dc,37694f0a-d648-4bd5-8a08-b63159250b5b,"- Người nộp thuế không có khả năng nộp hồ sơ khai thuế đúng thời hạn do thiên tai, thảm họa, dịch bệnh, hỏa hoạn, tai nạn bất ngờ thì được thủ trưởng cơ quan thuế quản lý trực tiếp gia hạn nộp hồ sơ khai thuế.",2
2025-09-03T22:33:57.494042,8741b0da-4b54-403c-9e2f-52653d69601e,37694f0a-d648-4bd5-8a08-b63159250b5b,"- Thời gian gia hạn không quá 30 ngày đối với việc nộp hồ sơ khai thuế tháng, khai thuế quý, khai thuế năm, khai thuế theo từng lần phát sinh nghĩa vụ thuế; 60 ngày đối với việc nộp hồ sơ khai quyết toán thuế kể từ ngày hết thời hạn phải nộp hồ sơ khai thuế.",3
2025-09-03T22:33:57.494042,45b63b45-2c41-4fe7-9b59-33f9cca99c6b,37694f0a-d648-4bd5-8a08-b63159250b5b,"- Người nộp thuế phải gửi đến cơ quan thuế văn bản đề nghị gia hạn nộp hồ sơ khai thuế trước khi hết thời hạn nộp hồ sơ khai thuế, trong đó nêu rõ lý do đề nghị gia hạn có xác nhận của Ủy ban nhân dân cấp xã hoặc Công an xã, phường, thị trấn nơi phát sinh trường hợp được gia hạn quy định tại khoản 1 Điều 46 Luật Quản lý thuế 2019.",4
2025-09-03T22:33:57.494042,6a4e02e0-6de6-417e-a153-c6b5547e7667,37694f0a-d648-4bd5-8a08-b63159250b5b,"- Trong thời hạn 03 ngày làm việc kể từ ngày nhận được văn bản đề nghị gia hạn nộp hồ sơ khai thuế, cơ quan thuế phải trả lời bằng văn bản cho người nộp thuế về việc chấp nhận hay không chấp nhận việc gia hạn nộp hồ sơ khai thuế.",5
2025-09-03T22:33:57.494042,6c897f6e-4bbe-40f5-a61d-879e8d7afd4e,37694f0a-d648-4bd5-8a08-b63159250b5b,"- Trong thời hạn 03 ngày làm việc kể từ ngày nhận được văn bản đề nghị gia hạn nộp hồ sơ khai thuế, cơ quan thuế phải trả lời bằng văn bản cho người nộp thuế về việc chấp nhận hay không chấp nhận việc gia hạn nộp hồ sơ khai thuế.",6
2025-09-03T22:33:57.494042,af1e7e55-1267-4b69-9b4d-7e67bcbd80ae,42161a5d-12ed-4479-8ba5-2ddb3894853b,Tại Điều 18 Luật Quản lý thuế 2019 quy định về nhiệm của cơ quan quản lý thuế như sau:,1
2025-09-03T22:33:57.494042,4f02bf9c-0b8d-4d6e-8ca7-fb9a367915f6,42161a5d-12ed-4479-8ba5-2ddb3894853b,- Tổ chức thực hiện quản lý thu thuế và các khoản thu khác thuộc ngân sách nhà nước theo quy định của pháp luật về thuế và quy định khác của pháp luật có liên quan.,2
2025-09-03T22:33:57.494042,bd407cbf-2a04-48b6-bf81-fa121c8699a6,42161a5d-12ed-4479-8ba5-2ddb3894853b,"- Tuyên truyền, phổ biến, hướng dẫn pháp luật về thuế; công khai các thủ tục về thuế tại trụ sở, trang thông tin điện tử của cơ quan quản lý thuế và trên các phương tiện thông tin đại chúng.",3
2025-09-03T22:33:57.494042,5e46a4b3-e6e1-45f6-acb6-335600753da4,42161a5d-12ed-4479-8ba5-2ddb3894853b,"- Giải thích, cung cấp thông tin liên quan đến việc xác định nghĩa vụ thuế cho người nộp thuế; cơ quan thuế có trách nhiệm công khai mức thuế phải nộp của hộ kinh doanh, cá nhân kinh doanh trên địa bàn xã, phường, thị trấn.",4
2025-09-03T22:33:57.494042,f3e66047-165d-45c9-9900-072c9ff071d3,42161a5d-12ed-4479-8ba5-2ddb3894853b,"- Bảo mật thông tin của người nộp thuế, trừ các thông tin cung cấp cho cơ quan có thẩm quyền hoặc thông tin được công bố công khai theo quy định của pháp luật.",5
2025-09-03T22:33:57.494042,59352d48-82e6-468d-9c1e-7385cede0d9d,42161a5d-12ed-4479-8ba5-2ddb3894853b,"- Thực hiện việc miễn thuế; giảm thuế; xóa nợ tiền thuế, tiền chậm nộp, tiền phạt; miễn tiền chậm nộp, tiền phạt; không tính tiền chậm nộp; gia hạn nộp thuế; nộp dần tiền thuế nợ; khoanh tiền thuế nợ, không thu thuế; xử lý tiền thuế, tiền chậm nộp, tiền phạt nộp thừa; hoàn thuế theo quy định của Luật Quản lý thuế 2019 và quy định khác của pháp luật có liên quan.",6
2025-09-03T22:33:57.494042,3501297c-1936-4d8c-8db2-3168ed7259ea,42161a5d-12ed-4479-8ba5-2ddb3894853b,- Xác nhận việc thực hiện nghĩa vụ thuế của người nộp thuế khi có đề nghị theo quy định của pháp luật.,7
2025-09-03T22:33:57.494042,51563ace-5e6b-47f1-8553-410fbe3a2716,42161a5d-12ed-4479-8ba5-2ddb3894853b,"- Giải quyết khiếu nại, tố cáo liên quan đến việc thực hiện pháp luật về thuế theo thẩm quyền.",8
2025-09-03T22:33:57.494042,993d2a1f-a341-4e55-8538-ca42457eac64,42161a5d-12ed-4479-8ba5-2ddb3894853b,"- Giao biên bản, kết luận, quyết định xử lý về thuế sau kiểm tra thuế, thanh tra thuế cho người nộp thuế và giải thích khi có yêu cầu.",9
2025-09-03T22:33:57.494042,d1567778-9d8b-4693-964a-dec95adc8d1d,42161a5d-12ed-4479-8ba5-2ddb3894853b,- Bồi thường thiệt hại cho người nộp thuế theo quy định của pháp luật về trách nhiệm bồi thường của Nhà nước.,10
2025-09-03T22:33:57.494042,6991b3fd-a706-4fa7-aa90-3efc90ca635a,42161a5d-12ed-4479-8ba5-2ddb3894853b,"- Giám định để xác định số tiền thuế phải nộp của người nộp thuế theo trưng cầu, yêu cầu của cơ quan nhà nước có thẩm quyền.",11
2025-09-03T22:33:57.494042,e8a08b02-4f3d-4b66-a58a-9c4f9e28a2a9,42161a5d-12ed-4479-8ba5-2ddb3894853b,"- Xây dựng, tổ chức hệ thống thông tin điện tử và ứng dụng công nghệ thông tin để thực hiện giao dịch điện tử trong lĩnh vực thuế.",12
2025-09-03T22:33:58.950593,3962a9ea-42c9-4a3d-81f3-3708241c5a4f,ad714a0a-5da6-4b7a-bb45-b3cc9a1ed868,"Ngày 22/8/2024, Văn phòng Quốc hội đã có Văn bản hợp nhất 93/VBHN-VPQH ngày 22/08/2025 Luật Thuế giá trị gia tăng.",1
2025-09-03T22:33:58.950593,48672470-e281-45aa-9412-33403ff84e98,ad714a0a-5da6-4b7a-bb45-b3cc9a1ed868,Tải Văn bản hợp nhất 93 VBHN VPQH ngày 22/08/2025 Văn bản hợp nhất Luật Thuế giá trị gia tăng:,2
2025-09-03T22:33:58.950593,e363c643-60ab-4b7b-ba44-4218ff21c725,ad714a0a-5da6-4b7a-bb45-b3cc9a1ed868,"Luật Thuế giá trị gia tăng số 48/2024/QH15 ngày 26 tháng 11 năm 2024 của Quốc hội, có hiệu lực kể từ ngày 01 tháng 7 năm 2025, được sửa đổi, bổ sung bởi:",3
2025-09-03T22:33:58.950593,92109100-d82a-4869-9745-bfbc7136d412,ad714a0a-5da6-4b7a-bb45-b3cc9a1ed868,"- Nghị quyết số 204/2025/QH15 ngày 17 tháng 6 năm 2025 của Quốc hội về giảm thuế giá trị gia tăng, có hiệu lực thi hành từ ngày 01 tháng 7 năm 2025 đến hết ngày 31 tháng 12 năm 2026;",4
2025-09-03T22:33:58.950593,ea909133-f58b-4d59-a102-fec52c289894,ad714a0a-5da6-4b7a-bb45-b3cc9a1ed868,"- Luật số 90/2025/QH15 ngày 25 tháng 6 năm 2025 của Quốc hội sửa đổi, bổ sung một số điều của Luật Đấu thầu, Luật Đầu tư theo phương thức đối tác công tư, Luật Hải quan, Luật Thuế giá trị gia tăng, Luật Thuế xuất khẩu, thuế nhập khẩu, Luật Đầu tư, Luật Đầu tư công, Luật Quản lý, sử dụng tài sản công, có hiệu lực kể từ ngày 01 tháng 7 năm 2025.",5
2025-09-03T22:33:58.950593,932c693c-f11a-4c74-a539-8e2974571ab6,ad714a0a-5da6-4b7a-bb45-b3cc9a1ed868,"Trên đây là thông tin về ""Văn bản hợp nhất 93 VBHN VPQH ngày 22/08/2025 Văn bản hợp nhất Luật Thuế giá trị gia tăng"".",6
2025-09-03T22:33:58.950593,c0677b5b-86c6-4b81-ac20-5974f5557d7b,ad714a0a-5da6-4b7a-bb45-b3cc9a1ed868,Tải Văn bản hợp nhất 93/VBHN-VPQH ngày 22/08/2025 Luật Thuế giá trị gia tăng ở đâu? (Hình từ Internet),7
2025-09-03T22:33:58.950593,b731916d-f4e2-477f-b0e4-10b7d1c60a42,ad714a0a-5da6-4b7a-bb45-b3cc9a1ed868,Tải Văn bản hợp nhất 93/VBHN-VPQH ngày 22/08/2025 Luật Thuế giá trị gia tăng ở đâu? (Hình từ Internet),8
2025-09-03T22:33:58.950593,a4fc4a03-b443-4f83-9013-48f4016409bd,de014667-2eeb-49da-8c73-b6ce93d5d736,"Theo khoản 1 Điều 9 Luật Thuế giá trị gia tăng 2024 được sửa đổi bởi Điều 4 Luật sửa đổi Luật Đấu thầu; Luật Đầu tư theo phương thức đối tác công tư; Luật Hải quan; Luật Thuế giá trị gia tăng; Luật Thuế xuất khẩu, thuế nhập khẩu; Luật Đầu tư; Luật Đầu tư công; Luật Quản lý, sử dụng tài sản công 2025 quy định mức thuế suất thuế giá trị gia tăng 0% áp dụng đối với hàng hóa, dịch vụ sau đây:",1
2025-09-03T22:33:58.950593,eef4aebd-19c8-44de-a60e-9c5d330d3fc0,de014667-2eeb-49da-8c73-b6ce93d5d736,"- Hàng hóa xuất khẩu bao gồm: hàng hóa từ Việt Nam bán cho tổ chức, cá nhân ở nước ngoài và được tiêu dùng ở ngoài Việt Nam; hàng hóa từ nội địa Việt Nam bán cho tổ chức trong khu phi thuế quan và được tiêu dùng trong khu phi thuế quan phục vụ trực tiếp cho hoạt động sản xuất xuất khẩu; hàng hóa đã bán tại khu vực cách ly cho cá nhân (người nước ngoài hoặc người Việt Nam) đã làm thủ tục xuất cảnh; hàng hóa đã bán tại cửa hàng miễn thuế; hàng hóa xuất khẩu tại chỗ;",2
2025-09-03T22:33:58.950593,fe24a434-6d22-470a-9be8-c8a22b48aa9f,de014667-2eeb-49da-8c73-b6ce93d5d736,- Dịch vụ xuất khẩu bao gồm:,3
2025-09-03T22:33:58.950593,6a2ad248-5fb2-4679-aaef-4a1fdc0716d5,de014667-2eeb-49da-8c73-b6ce93d5d736,"+ Dịch vụ cung cấp trực tiếp cho tổ chức, cá nhân ở nước ngoài và được tiêu dùng ở ngoài Việt Nam",4
