created_at,field_directory,question_id,article_id,content
2025-09-03T22:34:01.289766,thue-phi-le-phi,b68c42e3-938f-47cf-8da1-01ac238317f8,20250903_223401,Đề xuất đối tượng được miễn thuế sử dụng đất nông nghiệp đến hết 31/12/2030 như thế nào?
2025-09-03T22:34:01.289766,thue-phi-le-phi,8a2d921a-0e73-41a4-8987-8ae5cbac4357,20250903_223401,Hành vi phạm Luật Thuế sử dụng đất nông nghiệp bị xử lý thế nào?
2025-09-03T22:34:01.289766,thue-phi-le-phi,7b2725ca-b3cf-47ca-9dd7-ee5729152859,20250903_223401,Ai có thẩm quyền xử lý vi phạm Luật thuế sử dụng đất nông nghiệp?
2025-09-03T22:34:02.777315,thue-phi-le-phi,a404d941-bb32-4ee2-87b0-24c4354e3969,20250903_223402,Có bao nhiêu trường hợp công dân được cấp lại thẻ căn cước?
2025-09-03T22:34:02.777315,thue-phi-le-phi,84ec679e-3164-4a0c-bd1d-a5b26f5c4f97,20250903_223402,Từ 1/7/2025 lệ phí cấp lại thẻ căn cước bao nhiêu tiền?
2025-09-03T22:34:02.777315,thue-phi-le-phi,a9820d1b-d1fe-41a4-8a7c-e45faf5eb395,20250903_223402,Cơ quan nào thống nhất quản lý nhà nước về căn cước?
2025-09-03T22:34:04.140127,thue-phi-le-phi,a5a63340-da5e-4e8f-a81d-5cf7aa4ca44d,20250903_223404,Tra cứu chứng từ khấu trừ thuế TNCN trên hoadondientu.gdt.gov.vn bằng cách nào?
2025-09-03T22:34:04.140127,thue-phi-le-phi,c43938e6-84ff-4e11-a06b-760922ab22bb,20250903_223404,Tải về mẫu chứng từ khấu trừ thuế TNCN theo Nghị định 70 ở đâu?
2025-09-03T22:34:04.140127,thue-phi-le-phi,6ec8769c-9392-45ca-ba03-8af5977b84e7,20250903_223404,Chứng từ khấu trừ thuế TNCN có những nội dung nào?
2025-09-03T22:34:05.653103,thue-phi-le-phi,1f00e447-a697-4f82-907a-034471f9d248,20250903_223405,"TOÀN VĂN Công văn 12674 BTC CST ngày 18 8 2025 về thu phí, lệ phí trực tuyến thế nào?"
2025-09-03T22:34:05.653103,thue-phi-le-phi,1770a73c-0063-4989-a8e4-2f338161b055,20250903_223405,"Trách nhiệm của tổ chức thu phí, lệ phí được quy định như thế nào?"
2025-09-03T22:34:05.653103,thue-phi-le-phi,53abaece-6a3c-4fec-80b8-49b8a675787e,20250903_223405,Ủy ban nhân dân cấp tỉnh có thẩm quyền và trách nhiệm như thế nào về quản lý phí và lệ phí?
2025-09-03T22:34:06.826012,thue-phi-le-phi,adc5dcf7-ad8d-45b3-949d-2d7d4932b7f4,20250903_223406,"Doanh nghiệp chế biến nông sản, thủy sản có được hưởng ưu đãi thuế TNDN từ 01/10/2025 hay không?"
2025-09-03T22:34:06.826012,thue-phi-le-phi,273eb862-829a-426b-b8ad-d029ca27767b,20250903_223406,Chính phủ quy định việc áp dụng ưu đãi thuế TNDN đối với các trường hợp nào?
2025-09-03T22:34:06.826012,thue-phi-le-phi,4a583cc1-65f7-4259-b909-1714c3d15ed4,20250903_223406,Kỳ tính thuế thu nhập doanh nghiệp được xác định như thế nào?
2025-09-03T22:34:08.078974,thue-phi-le-phi,404dbfc8-edf7-4308-ad2a-440c9b703a12,20250903_223408,14 khoản thu nhập được miễn thuế TNDN gồm thu nhập nào từ ngày 01/10/2025?
2025-09-03T22:34:08.078974,thue-phi-le-phi,b069ce1a-df1e-43ed-af3f-c36dc272bd2b,20250903_223408,Doanh nghiệp nước ngoài không thường trú tại Việt Nam có đóng thuế TNDN không?
2025-09-03T22:34:08.078974,thue-phi-le-phi,26dfb89d-14ea-469c-933f-b00d1b668574,20250903_223408,Tính thuế TNDN dựa vào căn cứ nào?
2025-09-03T22:34:09.135994,thue-phi-le-phi,d6282de2-01d9-44ed-a230-11551a5d7940,20250903_223409,Căn cứ tính thuế TNDN từ ngày 01/10/2025 xác định như thế nào?
2025-09-03T22:34:09.135994,thue-phi-le-phi,9afd531e-1ae0-4e03-9015-a829cd3b4edc,20250903_223409,Địa bàn ưu đãi thuế thu nhập doanh nghiệp gồm những địa bàn nào?
2025-09-03T22:34:09.135994,thue-phi-le-phi,f74f8cfc-2bd9-4060-8e22-2fc47c4a8c35,20250903_223409,Kỳ tính thuế thu nhập doanh nghiệp được xác định theo năm tài chính được không?
2025-09-03T22:34:10.530296,thue-phi-le-phi,22310333-5464-4a46-91c9-31f7c579534d,20250903_223410,Ưu đãi thuế thu nhập doanh nghiệp đối với ngành nghề nào từ ngày 01/10/2025?
2025-09-03T22:34:10.530296,thue-phi-le-phi,f90a35fc-717c-46bc-a2e1-0bfe6c176417,20250903_223410,"Doanh nghiệp sản xuất, xây dựng, vận tải sử dụng nhiều lao động nữ được giảm thuế TNDN không?"
2025-09-03T22:34:10.530296,thue-phi-le-phi,f51f60b6-27f8-4f3c-b4bb-59d2ed42bc1c,20250903_223410,Phạm vi điều chỉnh của Luật Thuế thu nhập doanh nghiệp 2025 là gì?
2025-09-03T22:34:11.854514,thue-phi-le-phi,a5431b45-f056-4708-81bf-09e21bb11055,20250903_223411,Công văn 2360/TCS8-NVDTPC giới thiệu một số điểm mới của Luật thuế GTGT số 48/2024/QH15 ra sao?
2025-09-03T22:34:11.854514,thue-phi-le-phi,08307a8f-e10f-41ef-95b4-2a0dfd62256c,20250903_223411,Điều kiện khấu trừ thuế giá trị gia tăng đầu vào là gì?
2025-09-03T22:34:11.854514,thue-phi-le-phi,568cb370-ccfe-4878-b8c6-cebfade288eb,20250903_223411,Thời điểm xác định thuế GTGT đối với hàng hóa là khi nào?
2025-09-03T22:34:12.928835,thue-phi-le-phi,d5ad0b4f-e53a-4278-bd0c-532e2e63dda6,20250903_223412,Công văn 2807/DON-QLDN1 28/8/2025 về hướng dẫn thời điểm lập chứng từ khấu trừ thuế TNCN theo Nghị định 70/2025/NĐ-CP ra sao?
2025-09-03T22:34:12.928835,thue-phi-le-phi,4ea11b63-a279-47a6-8135-ab67697fa47b,20250903_223412,Thời điểm lập chứng từ khấu trừ thuế TNCN là như nào?
2025-09-03T22:34:12.928835,thue-phi-le-phi,824dc03b-cbb7-4188-be61-4e8884ad5fa5,20250903_223412,Chứng từ khấu trừ thuế thu nhập cá nhân phải có những nội dung gì?
2025-09-03T22:34:14.124237,thue-phi-le-phi,9de2af8e-fb20-457d-9f8d-7efb8353e894,20250903_223414,Từ 1/7/2025 lệ phí cấp đổi thẻ căn cước bao nhiêu tiền?
2025-09-03T22:34:14.124237,thue-phi-le-phi,c5ec8b14-494f-43d3-9139-703ceef4d99f,20250903_223414,"Bộ Công an có trách nhiệm gì trong quản lý nhà nước về căn cước, CSDL quốc gia về dân cư, CSDL căn cước, định danh và xác thực điện tử?"
2025-09-03T22:34:14.124237,thue-phi-le-phi,b875cde2-fea6-44aa-bff3-7d7950b59275,20250903_223414,"UBND tỉnh có trách nhiệm gì trong quản lý nhà nước về căn cước, CSDL quốc gia về dân cư, CSDL căn cước, định danh và xác thực điện tử?"
2025-09-03T22:34:15.460066,thue-phi-le-phi,922e3c02-dbf5-4841-8488-8289ab2a00c0,20250903_223415,Hướng dẫn khai bổ sung tờ khai khấu trừ thuế TNCN 05/KK-TNCN trên HTKK chi tiết như thế nào?
2025-09-03T22:34:15.460066,thue-phi-le-phi,19653d86-741e-458b-ba69-73831c1100b7,20250903_223415,Thời hạn khai bổ sung hồ sơ khai thuế là bao lâu?
2025-09-03T22:34:15.460066,thue-phi-le-phi,6cf3a1d0-4411-4bad-8854-f0d76833c13e,20250903_223415,Trường hợp khai thuế sai nhưng NNT đã khai bổ sung hồ sơ khai thuế thì có bị xử phạt vi phạm hành chính không?
2025-09-03T22:34:16.738103,thue-phi-le-phi,48acd14e-9aee-4ca6-846a-279d6321b6fe,20250903_223416,Tải mẫu tờ khai 05 kk tncn Thông tư 80 sau khi bỏ cấp huyện từ 1/7/2025 ở đâu?
2025-09-03T22:34:16.738103,thue-phi-le-phi,78d6a450-318b-4631-a447-4e4a6cf14362,20250903_223416,"Cá nhân cư trú có thu nhập từ tiền lương, tiền công trực tiếp khai quyết toán thuế thu nhập cá nhân với cơ quan thuế trong trường hợp nào?"
2025-09-03T22:34:16.738103,thue-phi-le-phi,9d875b5f-43c0-4042-ace2-f661e6351caf,20250903_223416,Ai phải nộp thuế TNCN?
2025-09-03T22:34:18.049026,thue-phi-le-phi,6462a066-b80c-4f28-aa25-1698f0bc207a,20250903_223418,Điều kiện để hàng hóa bán cho doanh nghiệp chế xuất được áp dụng thuế suất thuế GTGT 0% là gì?
2025-09-03T22:34:18.049026,thue-phi-le-phi,5017313b-e138-4cec-a1ab-ddb8c8859ced,20250903_223418,Nguyên tắc xác định giá tính thuế giá trị gia tăng là gì?
2025-09-03T22:34:18.049026,thue-phi-le-phi,ac70748c-32db-4489-b578-e0ef0ea00d7e,20250903_223418,Phương pháp khấu trừ thuế GTGT được quy định ra sao?
2025-09-03T22:34:19.301248,thue-phi-le-phi,e0c6cd15-42d5-406c-8b39-8d70d35fe16e,20250903_223419,Văn bản hợp nhất 34/VBHN-BTC 2025 về Kinh doanh Casino chi tiết như thế nào?
2025-09-03T22:34:19.301248,thue-phi-le-phi,99b19a5c-712f-4b9a-beb6-11405555f14d,20250903_223419,Việc kinh doanh casino cần tuân thủ theo nguyên tắc nào?
2025-09-03T22:34:19.301248,thue-phi-le-phi,aff98f90-b9b5-4ae7-849b-e8dc8c9db2bb,20250903_223419,Những hành vi nào bị nghiêm cấm khi kinh doanh casino?
2025-09-03T22:34:20.785853,thue-phi-le-phi,715374e0-d9c8-4a9a-90ea-5c220fd42b27,20250903_223420,Văn bản hợp nhất 33/VBHN-BTC 2025 Quy định về lệ phí trước bạ chi tiết như thế nào?
2025-09-03T22:34:20.785853,thue-phi-le-phi,f56e1246-381d-4de4-941a-ec97d941b09d,20250903_223420,Những đối tượng nào phải chịu lệ phí trước bạ?
2025-09-03T22:34:20.785853,thue-phi-le-phi,646f7219-05fe-493b-aecb-8aea7cd0c56e,20250903_223420,"Nhà, đất là trụ sở của cơ quan Đại diện ngoại giao có được miễn lệ phí trước bạ không?"
2025-09-03T22:34:22.275934,thue-phi-le-phi,a1fe11d7-8cbd-46a2-b1a9-b613fc22352c,20250903_223422,Bảng giá khám bệnh chữa bệnh tại Bệnh viện Bệnh Nhiệt đới Trung ương từ ngày 25/8/2025 thế nào?
2025-09-03T22:34:22.275934,thue-phi-le-phi,ceff7b9e-792d-45f3-b5ea-f65f3a0937ef,20250903_223422,Cơ sở khám chữa bệnh bị thu hồi giấy phép hoạt động khi nào?
2025-09-03T22:34:22.275934,thue-phi-le-phi,11b2180f-e1a1-4c7d-8fb3-0842008550ee,20250903_223422,"Chính sách của Nhà nước về khám bệnh, chữa bệnh là gì?"
2025-09-03T22:34:23.807735,thue-phi-le-phi,ef78a82f-a3ca-424f-adfd-a047ac440c1a,20250903_223423,"Cho thuê tài sản kèm dịch vụ chịu thuế GTGT, thuế TNCN là bao nhiêu?"
2025-09-03T22:34:23.807735,thue-phi-le-phi,d70c81bd-a62b-44c9-8a95-9ad7d2fada0e,20250903_223423,Hồ sơ khai thuế đối với cá nhân cho thuê tài sản trực tiếp khai thuế với cơ quan thuế gồm gì?
2025-09-03T22:34:23.807735,thue-phi-le-phi,dfca456d-4e06-4043-a00d-34614f0721f3,20250903_223423,"Nơi nộp hồ sơ khai thuế và thời hạn nộp hồ sơ khai thuế, nộp thuế được quy định như thế nào?"
2025-09-03T22:34:25.181595,thue-phi-le-phi,887afa7e-6fa0-4c1c-8186-89a5061451ca,20250903_223425,"Văn bản hợp nhất 35/VBHN-BTC 2025 Quy định chế độ công tác phí, chế độ chi hội nghị thế nào?"
2025-09-03T22:34:25.181595,thue-phi-le-phi,729a24c3-bba0-4a27-8394-2cb06f5b3b08,20250903_223425,"Kinh phí để chi công tác phí, chi hội nghị từ các nguồn nào?"
2025-09-03T22:34:25.181595,thue-phi-le-phi,c4755104-6c1f-421f-8503-817010f5df62,20250903_223425,Những trường hợp nào không được thanh toán công tác phí?
2025-09-03T22:34:26.642582,thue-phi-le-phi,7a6946b1-5402-4672-8e2e-5abeaf9c522b,20250903_223426,Thêm 03 khoản thu nhập được miễn thuế TNCN từ ngày 01/10/2025 là khoản thu nhập nào?
2025-09-03T22:34:26.642582,thue-phi-le-phi,0ab8dc2f-6e25-4cad-8487-bbc7bf04f9e9,20250903_223426,Thời hạn giải quyết hồ sơ miễn thuế TNCN bao lâu?
2025-09-03T22:34:26.642582,thue-phi-le-phi,5475aaaa-d747-44e3-ac40-a9e995843787,20250903_223426,Quy định về quản lý thuế và hoàn thuế TNCN như thế nào?
2025-09-03T22:34:27.676942,thue-phi-le-phi,9dbbf8cc-cfb7-4edd-a6f7-ebeb3ad18242,20250903_223427,"Không được khấu trừ thuế GTGT khi có chứng từ thanh toán không dùng tiền mặt sau thời hạn thanh toán mua trả chậm, trả góp đúng không?"
2025-09-03T22:34:27.676942,thue-phi-le-phi,349bd4a0-3865-477f-9801-a708df42b2ab,20250903_223427,Điều kiện khấu trừ thuế giá trị gia tăng đầu vào là gì?
2025-09-03T22:34:27.676942,thue-phi-le-phi,23c1f102-1e06-4a92-b5c6-fc1002c5a067,20250903_223427,Hành vi nào bị nghiêm cấm trong khấu trừ thuế GTGT?
2025-09-03T22:34:29.088451,thue-phi-le-phi,6c162a8c-9c41-4f6d-bbac-1ba40d085145,20250903_223429,Tải Sổ tay hoàn thuế GTGT 2025 ở đâu?
2025-09-03T22:34:29.088451,thue-phi-le-phi,4e3fbe3a-0c3f-434a-9d3f-5ffe668c7324,20250903_223429,Điều kiện để được hoàn thuế giá trị gia tăng theo Nghị định 181/2025/NĐ-CP là gì?
2025-09-03T22:34:29.088451,thue-phi-le-phi,b906f891-d73e-4f4e-8e26-b111b0aabc33,20250903_223429,"Các hành vi nào bị nghiêm cấm trong khấu trừ, hoàn thuế GTGT?"
2025-09-03T22:34:30.267821,thue-phi-le-phi,ff1494ce-302f-4343-bda2-cd6ab45cbb25,20250903_223430,Công văn 3390/CT-CS 2025 Hướng dẫn tiền thuê đất đối với đơn vị sự nghiệp công lập ra sao?
2025-09-03T22:34:30.267821,thue-phi-le-phi,266c7e4a-b04c-4578-bde7-bc6cc713b5c2,20250903_223430,Diện tích tính tiền sử dụng đất đối với trường hợp công nhận quyền sử dụng đất được xác định như thế nào?
2025-09-03T22:34:30.267821,thue-phi-le-phi,a7d0e133-b9b5-4e17-a8af-8db9486efc76,20250903_223430,"Trình tự, thủ tục miễn, giảm tiền thuê đất theo quy định hiện nay?"
2025-09-03T22:34:31.405335,thue-phi-le-phi,3647a891-8d78-44a2-a284-d043c55ee24e,20250903_223431,Dự kiến sửa đổi mức thuế suất thuế xuất khẩu đối với một số mặt hàng đồ trang sức như thế nào?
2025-09-03T22:34:31.405335,thue-phi-le-phi,8a170937-b9cc-40e9-b82f-fc6bbca08a94,20250903_223431,"Đối tượng chịu thuế xuất khẩu, thuế nhập khẩu không áp dụng đối với các trường hợp nào?"
2025-09-03T22:34:31.405335,thue-phi-le-phi,76d00ca2-5d78-4487-a8fd-3bb9fee5b38f,20250903_223431,"Nguyên tắc ban hành biểu thuế, thuế suất xuất nhập khẩu gồm những gì?"
2025-09-03T22:34:32.823206,thue-phi-le-phi,ffaf86de-ceb5-42c3-ab91-0016a4f27cd3,20250903_223432,Dự thảo Luật Quản lý thuế 2025 thế nào?
2025-09-03T22:34:32.823206,thue-phi-le-phi,4546e1ca-0b8f-45d4-8727-60ee2a54a0f1,20250903_223432,Cơ quan quản lý thuế có nhiệm vụ gì?
2025-09-03T22:34:32.823206,thue-phi-le-phi,631d667d-4419-4846-8c23-1467b776a236,20250903_223432,Hành vi nào bị nghiêm cấm trong quản lý thuế?
2025-09-03T22:34:34.218206,thue-phi-le-phi,6c90aac1-8b26-44fa-8a0e-2e903c4e125b,20250903_223434,Toàn văn Công văn 3364/CT-CS năm 2025 của Cục thuế về chính sách thuế doanh nghiệp bị sáp nhập và chẩm dứt hiệu lực mã số thuế như thế nào?
2025-09-03T22:34:34.218206,thue-phi-le-phi,05042f2e-6139-415c-9908-5605202f094d,20250903_223434,Những hành vi bị nghiêm cấm trong quản lý thuế là hành vi nào?
2025-09-03T22:34:34.218206,thue-phi-le-phi,2dc255e6-396c-4ff4-905e-59af1eff0ccc,20250903_223434,Nội dung quản lý thuế gồm những nội dung nào?
2025-09-03T22:34:34.218206,thue-phi-le-phi,60b6b55d-99b7-4de4-bbf4-6ba3d22a845b,20250903_223434,Quy định về nguyên tắc quản lý thuế như thế nào?
2025-09-03T22:34:35.393515,thue-phi-le-phi,aaa597dc-ce76-48fd-8682-92cf1b8f4445,20250903_223435,Link lấy hồ sơ góp ý dự thảo Luật Quản lý thuế sửa đổi như thế nào?
2025-09-03T22:34:35.393515,thue-phi-le-phi,2f3a8368-c407-4837-bb42-6a1d29f7a7ca,20250903_223435,Cơ quan nào chủ trì giúp Chính phủ thống nhất quản lý nhà nước về quản lý thuế?
2025-09-03T22:34:35.393515,thue-phi-le-phi,d5d006c3-fc7c-4c5c-911e-eac29451e237,20250903_223435,Nhiệm vụ của cơ quan quản lý thuế là gì?
2025-09-03T22:34:36.937757,thue-phi-le-phi,dd6b366d-04c2-4f08-ae30-3e4e9579a336,20250903_223436,Cục Thuế kêu gọi người nộp thuế góp ý Dự thảo Luật Quản lý thuế sửa đổi trong thư ngỏ chi tiết như thế nào?
2025-09-03T22:34:36.937757,thue-phi-le-phi,b5644eda-d099-4574-80c5-7cbc8a6b3ae9,20250903_223436,Những hành vi nào bị nghiêm cấm trong quản lý thuế?
2025-09-03T22:34:36.937757,thue-phi-le-phi,753e1113-414b-4248-9a23-16d9595d385d,20250903_223436,Nguyên tắc trong việc quản lý thuế là gì?
2025-09-03T22:34:37.854131,thue-phi-le-phi,32084fa0-c2df-4f55-8afb-052980e8fb31,20250903_223437,Công văn 805/TN1-QLDN1 19/8/2025 về việc thuế TNCN đối với tiền ăn giữa giờ của người lao động như thế nào?
2025-09-03T22:34:37.854131,thue-phi-le-phi,ff5e1b1f-882e-4094-a766-bdffefdc775e,20250903_223437,Những đối tượng nào phải nộp thuế thu nhập cá nhân 2025?
2025-09-03T22:34:37.854131,thue-phi-le-phi,3ebc8ca7-75f6-4a93-b8bc-160210802616,20250903_223437,16 khoản thu nhập nào được miễn thuế thu nhập cá nhân?
2025-09-03T22:34:39.095722,thue-phi-le-phi,5a98d5c4-dfba-40ce-90b6-e6ec70ec1327,20250903_223439,TOÀN VĂN Công văn 434/VLO-QLDN2 ngày 21/8/2025 về chậm thanh toán theo hợp đồng hoặc phụ lục hợp đồng ra sao?
2025-09-03T22:34:39.095722,thue-phi-le-phi,e63f3375-77da-4af7-ae2a-2b83b7aab101,20250903_223439,Điều kiện để được khấu trừ thuế GTGT đầu vào là gì?
2025-09-03T22:34:39.095722,thue-phi-le-phi,7fa2c2ca-ada0-4fdb-b4fe-158e341615ea,20250903_223439,Hành vi nào bị nghiêm cấm trong khấu trừ thuế GTGT?
2025-09-03T22:34:40.130558,thue-phi-le-phi,69b72558-c87f-42ab-a6ae-4151dc787252,20250903_223440,"Kỳ họp thứ 8, Quốc hội khóa XV, Quốc hội đã quyết nghị giảm bao nhiêu phần trăm thuế giá trị gia tăng trong 6 tháng đầu năm 2025?"
2025-09-03T22:34:40.130558,thue-phi-le-phi,5ae47914-12dd-493c-9bee-bfbf625ca5dd,20250903_223440,Đối tượng nào chịu thuế suất thuế giá trị gia tăng 0%?
2025-09-03T22:34:40.130558,thue-phi-le-phi,34be3075-ff35-4e4d-b32f-dd70b67f57d2,20250903_223440,Hàng hóa nhập khẩu nào không chịu thuế giá trị gia tăng?
2025-09-03T22:34:41.502618,thue-phi-le-phi,3b9591ab-4663-4644-aa28-c43849b20da5,20250903_223441,Tải về phần mềm HTKK 5.4.2 mới nhất ngày 23/8/2025 của Cục Thuế như thế nào? Nội dung nâng cấp là gì?
2025-09-03T22:34:41.502618,thue-phi-le-phi,f3cd9609-c4f2-41f0-807d-7dbbb969471b,20250903_223441,Cơ quan quản lý thuế có quyền hạn gì hiện nay?
2025-09-03T22:34:41.502618,thue-phi-le-phi,c32a612e-8485-4872-9b8a-3a113430b95c,20250903_223441,Nguyên tắc phân cấp phân quyền trong lĩnh vực quản lý thuế quy định như thế nào?
2025-09-03T22:34:42.656344,thue-phi-le-phi,2af04210-92cd-4418-9169-60c5424b793a,20250903_223442,Giá trọn gói dịch vụ du lịch theo hình thức lữ hành là giá đã có thuế giá trị gia tăng chưa?
2025-09-03T22:34:42.656344,thue-phi-le-phi,8847f1b1-1316-4127-8027-34752df7feea,20250903_223442,Cơ sở kinh doanh áp dụng hình thức chiết khấu thương mại dành cho khách hàng thì giá tính thuế giá trị gia tăng là giá nào?
2025-09-03T22:34:42.656344,thue-phi-le-phi,de40a1b8-f0a5-48ef-aa9c-0b200cd4d483,20250903_223442,Giá tính thuế giá trị gia tăng đối với dịch vụ dùng để khuyến mại được xác định bằng bao nhiêu?
2025-09-03T22:34:43.582357,thue-phi-le-phi,ba25a489-936e-4b2c-a808-e56e6a385c8e,20250903_223443,Dịch vụ chịu thuế tiêu thụ đặc biệt từ ngày 1/1/2026 gồm những dịch vụ nào?
2025-09-03T22:34:43.582357,thue-phi-le-phi,c2398be7-82d4-4507-adb3-83b1b9e0bc68,20250903_223443,Giá tính thuế tiêu thụ đặc biệt đối với dịch vụ đối với kinh doanh vũ trường được xác định thế nào?
2025-09-03T22:34:43.582357,thue-phi-le-phi,2da35045-0c09-4777-a92c-e11dcc549eeb,20250903_223443,Người nộp thuế tiêu thụ đặc biệt có được hoàn thuế không?
2025-09-03T22:34:44.912230,thue-phi-le-phi,b1d5ec28-0a9d-4de2-b9fe-a32fb954183e,20250903_223444,Hàng hóa chịu thuế tiêu thụ đặc biệt từ ngày 1/1/2026 gồm những loại hàng hóa nào?
2025-09-03T22:34:44.912230,thue-phi-le-phi,b6077dfd-9687-4f02-a6ac-254aa80f05c9,20250903_223444,"Xe ô tô chở người, xe chở người bốn bánh có gắn động cơ không đăng ký lưu hành và chỉ chạy trong phạm vi khu vui chơi có chịu thuế tiêu thụ đặc biệt không?"
2025-09-03T22:34:44.912230,thue-phi-le-phi,4471fe11-aff2-4242-a37b-38f6830fd1f5,20250903_223444,Thời điểm xác định thuế tiêu thụ đặc biệt đối với hàng hóa là khi nào?
2025-09-03T22:34:46.235883,thue-phi-le-phi,eca1c12f-c712-4d5a-b957-93559f2f3d7a,20250903_223446,Hàng hỏng có phải xuất hóa đơn GTGT không?
2025-09-03T22:34:46.235883,thue-phi-le-phi,31257769-ebc5-46e1-ac7f-f0ef0b11b2e2,20250903_223446,Nội dung xuất hóa đơn GTGT kiêm tờ khai hoàn thuế theo Thông tư 32 gồm những gì?
2025-09-03T22:34:46.235883,thue-phi-le-phi,5d3425ff-91f2-451b-ad12-c1521a16590e,20250903_223446,Hành vi nào bị nghiêm cấm trong khấu trừ thuế GTGT?
2025-09-03T22:34:47.532317,thue-phi-le-phi,96c814d9-3f7b-4e23-ab5a-c8b3b975cc89,20250903_223447,Giá tính thuế giá trị gia tăng đối với dịch vụ cầm đồ từ 01/7/2025 là giá nào?
2025-09-03T22:34:47.532317,thue-phi-le-phi,8175aa05-7796-4886-85c2-0db329d1765b,20250903_223447,"Mức thuế suất giá trị gia tăng 5% áp dụng đối với hàng hóa, dịch vụ nào?"
2025-09-03T22:34:47.532317,thue-phi-le-phi,423c6e89-b55d-4682-aeb6-4720e2c9973e,20250903_223447,Số thuế giá trị gia tăng phải nộp theo phương pháp khấu trừ thuế được tính như thế nào?
2025-09-03T22:34:48.973005,thue-phi-le-phi,0a845fd1-32a7-474d-8c21-8209393fb835,20250903_223448,Người nộp thuế tiêu thụ đặc biệt được hoàn thuế đã nộp trong trường hợp nào từ 1/1/2026?
2025-09-03T22:34:48.973005,thue-phi-le-phi,7887c71a-90bf-44e7-9d57-30c2c83af0fd,20250903_223448,"Máy bay, trực thăng có phải chịu thuế tiêu thụ đặc biệt không?"
2025-09-03T22:34:48.973005,thue-phi-le-phi,b821524a-ecb8-475c-b872-417087d09058,20250903_223448,Căn cứ tính thuế tiêu thụ đặc biệt là gì?
